key,en,es,zh
TOWERDEFENSE_PLANT_JALASUNSHROOM_HANDBOOK_STORY,,,辣椒阳光菇患有严重的选择恐惧症，曾经的他每天都在产阳光和打僵尸之间犹豫。“现在我终于学会了两者兼顾——虽然我也不清楚怎么做到的。”
LOAD_AUDIO,Load audio,Load audio,加载音效
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_EXPRESTION,,,当舞王僵尸摇摆时，四名伴舞粉墨登场。
TOWERDEFENSE_ZOMBIE_SQUASH_NAME,Squash Zombie,Squash Zombie,窝瓜僵尸
TOWERDEFENSE_PLANT_PEASHOOTERSINGLE_HANDBOOK_STORY,,,一棵植物，怎么能如此快地生长，并发射如此多的豌豆呢？豌豆射手回答：“努力工作，奉献自己，再加上一份阳光，高纤维和氧化碳均衡搭配，这种健康早餐让一切成为可能。”
TOWERDEFENSE_PLANT_PUFFPOT_HANDBOOK_STORY,,,"小盆菇因为不想做蘑菇家族里最底层的那个，于是在头上放了一个花盆。“在这个花盆种上高的植物，我就能让植物对我毕恭毕敬了！”
（这不是狐假虎威吗…）大喷菇想着。"
TOWERDEFENSE_ZOMBIE_DISCO_EXPRESTION,,,迪斯科僵尸和人类(在世或者死去的)如有雷同，纯属巧合。
TOWERDEFENSE_PLANT_POT_NAME,Pot,Pot,花盆
TOWERDEFENSE_ZOMBIE_NUT_HANDBOOK_STORY,,,坚果僵尸喜爱保龄球，于是在路边捡了个保龄球头套戴在脑袋上。但没人告诉他那其实是个坚果。
<!MissingKey:用户名>,USERNAME,USERNAME,用户名
TOWERDEFENSE_ZOMBIE_DANCERFIRE_NAME,Fire DancerZombie,Fire Dancer Zombie,火焰舞者僵尸
LOAD_PROJECTILE,Load projectile,Load projectile,加载子弹
<!MissingKey:V0.7版本更新公告>,,,V0.7版本更新公告
TOWERDEFENSE_PLANT_ICESUNMINE_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800（爆炸）+ 20（寒光菇）[/color]
范围：[color=cc241d]单格[/color]
特性：[color=C71585]紫卡植物[/color]
特点1：[color=cc241d]需要15秒准备时间，种植时继承原本阳光土豆雷的准备时间[/color]
特点2：[color=cc241d]被僵尸触发爆炸后生成50阳光，并释放一次寒光菇效果[/color]
紫卡植物：[color=0000FF]需要种植在阳光土豆雷上[/color]"
TOWERDEFENSE_ZOMBIE_DISCO_HANDBOOK_STORY,,,迪斯科僵尸参与的最新唱片“抓住脑子咬啊咬”在僵尸界的人气正急速飙升。
TOWERDEFENSE_PLANT_SUNBOMB_CUSTOM_1_ACCESS,,,每日挑战 2025/7月 累计完成14天
NPC_TALK_LEVEL1_5_TUTORIAL_10,,,加油，给我赢个冠军回来！
BGM_BACKYARD_NIGHT,Back Yard Night,Back Yard Night,后院(夜晚)
LOAD_MAP,Load map,Load map,加载地图
TOWERDEFENSE_PLANT_DOOMTANGLEKELP_EXPRESTION,,,毁灭水草可以拉僵尸下水，并释放毁灭菇爆炸。
TOWERDEFENSE_ZOMBIE_SNORKLE_NAME,Snorkel Zombie,Snorkel Zombie,潜水僵尸
TOWERDEFENSE_PLANT_MELONPULTSPIKE_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]80/3s[/color]
范围：[color=cc241d]前方一行[/color]
特点：[color=cc241d]每次攻击有40%概率在目标格子生成一块地刺瓜皮，每次消灭目标必定生成一块地刺瓜皮[/color]

地刺瓜皮：[color=cc241d][/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]单格[/color]
特点：[color=cc241d]本体和瓜皮均可爆胎车辆（一次性）
地刺瓜皮最多存在10秒[/color]"
TOWERDEFENSE_PLANT_THREECACTUS_EXPRESTION,,,快速发射三枚尖刺，吹起微风阻碍僵尸前进！
TOWERDEFENSE_ZOMBIE_POLEVAULTING_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]快，跳跃后慢[/color]
特点：[color=cc241d]跃过他所碰到的第一株植物[/color]
弱点：[color=441D62]高坚果[/color]"
TOWERDEFENSE_SHOVEL_DEFAULT_HANDBOOK_STORY,,,戴夫送你的小铲子！现在有了其他强力的铲子，它或许也可以放个假了。
<!MissingKey:韧性：[color=cc241d]4000[/color]>,,,"韧性：[color=cc241d]4000[/color]
特性：[color=cc241d]保护植物[/color]"
TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_EXPRESTION,,,缠绕潜水僵尸能够将你的植物拖下水。
TOWERDEFENSE_PLANT_SUNBEAN_HANDBOOK_STORY,,,阳光豆是坚定的清洁能源支持者。“也许你会想说，太阳能本身不就是清洁能源吗？”阳光豆说，“但这不是重点！重点在于利用率，我们致力于覆盖每一寸可利用的草坪！”
TOWERDEFENSE_ZOMBIE_DIGGER_EXPRESTION,,,这种僵尸会挖地绕过你的防御。
TOWERDEFENSE_PLANT_CACTUSBLOVER_EXPRESTION,,,万箭齐发！
<!MissingKey:登录>,LOGIN,LOGIN,登录
TOWERDEFENSE_PLANT_CHERRYBOMB_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800（灰烬伤害）[/color]
范围：[color=cc241d]自身为中心周围1.5格的圆[/color]"
TOWERDEFENSE_PLANT_WALLNUT_HANDBOOK_EXPRESTION,,,韧性：[color=cc241d]4000[/color]
SHOP_ITEM_PACKETSLOT_9,,,9槽
SHOP_ITEM_PACKETSLOT_8,,,8槽
TOWERDEFENSE_PLANT_SNOWSHROOM_EXPRESTION,,,雪花飘飘，北风啸啸！
TOWERDEFENSE_ZOMBIE_BALLOON_EXPRESTION,,,气球僵尸漂浮在空中，躲过大多数攻击。
TOWERDEFENSE_ZOMBIE_DUCKRIDER_NAME,Zombie Duckrider,Zombie Duckrider,骑鸭僵尸
TOWERDEFENSE_ZOMBIE_SNOWPEA_HANDBOOK_STORY,,,寒冰射手僵尸非常害怕现在可怕的杂交植物们，他瑟瑟发抖，不禁打了个寒颤。
TOWERDEFENSE_PLANT_PUFFPOT_NAME,PuffPot,PuffPot,小盆菇
TOWERDEFENSE_ZOMBIE_SLEEP_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500 + 270[/color]
伤害：[color=cc241d]200/s[/color]
佩戴：[color=cc241d]睡帽（一类）[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]快[/color]"
TOWERDEFENSE_PLANT_CATPOT_EXPRESTION,,,这可不是给猫尾草用的？
TOWERDEFENSE_PLANT_RECACTUS_EXPRESTION,,,双发仙人掌可以一次发射两枚穿透尖刺。
TOWERDEFENSE_PLANT_RECACTUS_CUSTOM_1_NAME,,,西部警长
TOWERDEFENSE_ZOMBIE_IMP_EXPRESTION,,,一种小型的僵尸，由伽刚特尔扔进你的防线。
TOWERDEFENSE_ZOMBIE_WILDPEA_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s（啃食） + 20x4*5/次（射击）[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]当前方有非低矮植物时每次向五个方向发射4颗散射的豌豆[/color]"
TOWERDEFENSE_ZOMBIE_GARGANTUAR_PRESENTBOX_EXPRESTION,,,买一送一的超大号“惊喜”。
TOWERDEFENSE_ZOMBIE_ARMORED_GARGANTUAR_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d](1100/2200) + (1100/3000) + 3000[/color]
伤害：[color=cc241d]即死（锤击）[/color]
佩戴：[color=cc241d]铁桶/黑橄榄头盔/废稿头盔（一类） & 铁栅门/防爆门（二类）[/color]
类型：[color=cc241d]大型僵尸[/color]
速度：[color=cc241d]非常慢[/color]
特性：[color=C71585]锤扁植物[/color]
特点：[color=cc241d]低于一定血量时会丢出小鬼僵尸；当佩戴废稿头盔时，免疫控制[/color]
弱点：[color=441D62]磁力菇[/color]"
TOWERDEFENSE_ZOMBIE_BED_NAME,Bed zombie,Bed zombie,床车僵尸
TOWERDEFENSE_PLANT_PEACAT_NAME,Pea Cat,Pea Cat,豌豆香蒲
TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_NAME,Tangled Seaweed Zombie,Tangled Seaweed Zombie,缠绕潜水僵尸
TOWERDEFENSE_PLANT_TANGLEKELP_NAME,,,缠绕海藻
TOWERDEFENSE_ZOMBIE_DISCOFIRE_HANDBOOK_STORY,,,“老兄，火焰并没有什么危险的。相反，处在内焰的我反而很安全。”火焰迪斯科僵尸骄傲地说道，“现在，我们火了！”
MAP_FRONTLAWN_AFTERNOON,Front Yard (Afternoon),Front Yard (Afternoon),前院(黄昏)
TOWERDEFENSE_PLANT_HYPNOGARLIC_HANDBOOK_STORY,,,大蒜原本是一家油漆厂的工人，只有这里才可以掩盖住他的气味——某一天有个笨手笨脚的家伙打翻了油漆，这使得他失去工作，并且变得五颜六色起来。
<!MissingKey:我是新手>,I'm a beginner,I'm a beginner,我是新手
TOWERDEFENSE_ZOMBIE_BUCKETHEAD_NAME,Bucket Head Zombie,Bucket Head Zombie,铁桶僵尸
TOWERDEFENSE_ZOMBIE_SUNFLOWER_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]每10秒生产一个脑光，扣除你25点阳光[/color]"
TOWERDEFENSE_ZOMBIE_PEASHOOTER_EXPRESTION,,,豌豆僵尸朴实无华，就像豌豆射手一样。
TOWERDEFENSE_PLANT_GRAVEMINE_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800（阳光土豆雷）[/color]
范围：[color=cc241d]自身所在格[/color]
特性：[color=C71585]吞噬墓碑[/color]
特点：[color=cc241d]种在墓碑上吞噬墓碑，并在吞噬完后产生一个阳光土豆雷[/color]"
TOWERDEFENSE_PLANT_SUNFLOWERPEA_HANDBOOK_STORY,,,杂交植物们来自于和双子向日葵所诞生的同一个实验室。“但这不代表我们就是兄弟了，”双子向日葵说，“他们的诞生简直就是一场恐怖的悲剧！”
TOWERDEFENSE_PLANT_GRAVEMINE_CUSTOM_1_NAME,,,施工现场
TOWERDEFENSE_PLANT_SEANUT_EXPRESTION,,,海上高坚果，泳池关卡好帮手！
SHOP_ITEM_PITCHFORK,,,草耙
TOWERDEFENSE_PLANT_GATLINGPEA_HANDBOOK_STORY,,,当机枪射手宣布他要服役的时候，他的父母很为它担心，他们异口同声地对他说：“亲爱的，这太危险了。”但机枪射手拒绝妥协：“生活本就是危险的。”他这样回答，此时他的眼睛里正闪烁着钢铁般的信念。
TOWERDEFENSE_PLANT_HYPNOGARLIC_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]150[/color]
特性：[color=C71585]低矮植物、大蒜[/color]
特点：[color=cc241d]啃咬它的非特殊僵尸会被魅惑+换行[/color]"
TOWERDEFENSE_PLANT_PEAPOT_NAME,PeaPot,PeaPot,豌豆花盆
TOWERDEFENSE_PLANT_ICENUT_HANDBOOK_STORY,,,坚果从冰箱出来后，赶紧多穿了几件衣服。但让他没想到的是：衣服也被冻住了……
TOWERDEFENSE_PLANT_CHERRYBOMB_NAME,CherryBomb,CherryBomb,樱桃炸弹
TOWERDEFENSE_ZOMBIE_JACKSONX_HANDBOOK_STORY,,,精英舞王僵尸引领着僵尸流行音乐界的一代风潮，无数僵尸舞者都梦想着跟上他的脚步。当他出现在草坪上时，就意味着一场盛大的表演即将开幕：各路舞者纷至沓来，加入这场属于音乐的狂欢。
TOWERDEFENSE_PLANT_SUNPAD_HANDBOOK_EXPRESTION,,,"生产：[color=cc241d]25阳光/25秒[/color]
韧性：[color=cc241d]300[/color]
威力：[color=cc241d]40/1.5s（火焰伤害）[/color]
范围：[color=cc241d]单格[/color]
特性：[color=C71585]可在水上承载植物、本格非悬浮类植物免疫减速与冻结[/color]
特点：[color=cc241d]灼烧靠近的僵尸，使其每1.5秒受到40点火焰伤害，抵消减速与冻结[/color]"
TOWERDEFENSE_PLANT_SUNFLOWERPEA_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
生产：[color=cc241d]25阳光/25秒[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方一行[/color]"
TOWERDEFENSE_PLANT_PEAPOT_HANDBOOK_STORY,,,“我是个花盆，但我也是一株豌豆，是不是很意外？”
<!MissingKey:我是高手>,I'm a pro,I'm a pro,我是高手
<!MissingKey:创建比赛失败!>,Create match failed,Create match failed,创建比赛失败!
TOWERDEFENSE_PLANT_POT_HANDBOOK_STORY,,,“我是一个花盆，但我也是一棵植物。是不是很意外？”
TOWERDEFENSE_PLANT_WILDPEA_CUSTOM_1_ACCESS,,,商店购买（价格15000）
TOWERDEFENSE_MOWER_DEFAULT_HANDBOOK_EXPRESTION,,,特点：[color=cc241d]无[/color]
TOWERDEFENSE_PLANT_SNOWPEA_EXPRESTION,,,寒冰射手会发射寒冰豌豆攻击敌人，并具有减速效果。
<!MissingKey:南瓜壳>,Pumpkin shell,Pumpkin shell,南瓜壳
MAP_OUTSIDE_FRONTLAWN_NIGHT,Outside Front Yard Night,Outside Front Yard Night,外部前院(夜晚)
TOWERDEFENSE_ZOMBIE_POLEVAULTING_NAME,Pole Vauting Zombie,Pole Vauting Zombie,撑杆僵尸
TOWERDEFENSE_ZOMBIE_SHIELDARMOR_EXPRESTION,,,全副武装，手持阻挡实体穿透子弹并完全免疫灰烬的盾牌
TOWERDEFENSE_PLANT_SUNMINE_HANDBOOK_STORY,,,从僵尸身上获取阳光，不只是阳光炸弹的想法，阳光土豆雷亦有。“我们之间不存在抄袭关系——事实上，阳光俱乐部是我开创的，她是我的成员。”阳光土豆雷如是说道。
TOWERDEFENSE_ZOMBIE_NORMAL_EXPRESTION,,,平凡无奇的普通僵尸。
TOWERDEFENSE_PLANT_PUFFPOT_CUSTOM_1_NAME,,,青花瓷
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_CUSTOM_1_STORY,,,胆小菇试图伪装成其他东西，但这套装扮在僵尸眼中似乎更美味了…
TOWERDEFENSE_PLANT_GARGANTUARSHROOM_EXPRESTION,,,当僵尸吃下红眼菇后，会变成一个魅惑的红眼巨人。
MAP_BACKYARD_NIGHT,Back Yard (Night),Back Yard (Night),后院(夜晚)
TOWERDEFENSE_ZOMBIE_SUNFLOWER_NAME,Sunflower Zombie,Sunflower Zombie,向日葵僵尸
TOWERDEFENSE_PLANT_MAGNETMINE_NAME,Magnetic Potato Mine,Magnetic Potato Mine,磁力土豆雷
TOWERDEFENSE_PLANT_GARGANTUARSHROOM_CUSTOM_1_ACCESS,,,商店购买（价格5000）
MAP_FRONTLAWN_EMPTY,"Front Yard (Day,Empty)","Front Yard (Day,Empty)",前院(白天裸地)
TOWERDEFENSE_PLANT_SNOWWOOD_NAME,Ice Torch Stump,Ice Torch Stump,冰炬树桩
TOWERDEFENSE_ZOMBIE_DUCK_HANDBOOK_STORY,,,“你为什么总是扎着双马尾？”这是僵尸们对小黄鸭僵尸最多的疑问。小黄鸭僵尸没有对此做出过多解释，他认为保留儿时的童心是非常重要的，只不过他常常忘记带回他的黄鸭游泳圈。
TOWERDEFENSE_ZOMBIE_SHADOW_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]死亡时在该僵尸的前方召唤一个僵尸影子[/color]
僵尸影子：[color=cc241d]血量：270 伤害：100/s 速度：快 无视控制与植物[/color]"
TOWERDEFENSE_PLANT_SUNSHROOM_CUSTOM_1_ACCESS,,,0.2版本更新奖励
TOWERDEFENSE_ZOMBIE_IMP_PRESENTBOX_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
亡语：[color=cc241d]在死亡位置生成一只随机小鬼/迷你体型僵尸，迷你僵尸数值减半[/color]"
MAP_FRONTLAWN_NIGHT_COLD,Front Yard (Winter Night),Front Yard (Winter Night),前院(冬夜)
TOWERDEFENSE_ZOMBIE_NEWSPAPER_NAME,Newspaper zombie,Newspaper zombie,读报僵尸
REGIST_ERROR_PASSWORD_LESS_THAN_EIGHT,Password length must be greater than 8,Password length must be greater than 8,密码长度需大于8位
TOWERDEFENSE_ZOMBIE_ZOMBONI_NAME,Sledge Zombie,Sledge Zombie,雪橇车僵尸
TOWERDEFENSE_PLANT_RECACTUS_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20×2/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特点1：[color=cc241d]子弹最多穿透3个僵尸，无视二类防具[/color]
特点2：[color=cc241d]当有空中僵尸时，优先跳起来攻击空中僵尸[/color]"
<!MissingKey:墓碑开始生长!>,TOMBSTONE BEGINS TO GROW,TOMBSTONE BEGINS TO GROW,墓碑开始生长!
TOWERDEFENSE_PLANT_ICENUT_EXPRESTION,,,发射冰弹攻击僵尸，被啃碎后冻结附近的僵尸。
TOWERDEFENSE_PLANT_THREECACTUS_HANDBOOK_STORY,,,三叶仙人掌喜欢细水长流，在他看来团队合作才是王道，再小的风聚在一起也足够吹退来袭的僵尸。只是他还要提防仙人三叶草的嘀咕。
TOWERDEFENSE_PLANT_SUNBOMB_CUSTOM_1_STORY,,,“准备好了吗？接下来我们要让气氛轰到爆！”
MAP_OUTSIDE_FRONTLAWN,Outside Front Yard,Outside Front Yard,外部前院
TOWERDEFENSE_ZOMBIE_DANCERFIRE_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]500[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]慢[/color]
特点：[color=cc241d]免疫减速与冻结，且僵尸方的豌豆经过自己会点燃成火焰豌豆[/color]"
MAP_FRONTLAWN_NIGHT_COLD_BIG,"Front Yard (Winter Night,Big Map)","Front Yard (Winter Night,Big Map)",前院(冬夜大地图)
TOWERDEFENSE_PLANT_SUNBOMB_NAME,SunBomb,SunBomb,阳光炸弹
MAP_FRONTLAWN_COLD,Front Yard (Winter),Front Yard (Winter),前院(冬)
TOWERDEFENSE_PLANT_JALASUNSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
生产：[color=cc241d]15阳光/25秒，长大后变为25阳光/25秒[/color]
威力：[color=cc241d]150，长大后250（均属于火焰伤害）[/color]
特性：[color=C71585]低矮植物、白天会睡觉[/color]
特点：[color=cc241d]需要60秒时间成长，拾取辣椒阳光会同时释放一整行的火焰效果[/color]"
TOWERDEFENSE_ZOMBIE_BACKUP_HANDBOOK_STORY,,,舞者僵尸曾在位于僵尸纽约城的“咀利牙”表演艺术学院钻研过四年的舞技。
<!MissingKey:毁灭菇>,Destroyer Mushroom,Destroyer Mushroom,毁灭菇
LEVEL1_7_BROADCAST_1,,,现在是傍晚，天上掉落的阳光更小了！
<!MissingKey:睡莲可以让你种植非水生植物在它上面。>,,,睡莲可以让你种植非水生植物在它上面。
TOWERDEFENSE_PLANT_SCAREDYSUNSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s，长大后40/1.5s[/color]
范围：[color=cc241d]前方整行[/color]
特性：[color=C71585]白天会睡觉[/color]
特点1：[color=cc241d]每25秒生产15阳光，60秒后长大，每25秒生产25阳光。[/color]
特点2：[color=cc241d]3*3范围内有僵尸时，会蹲下无法攻击，但仍会生产阳光[/color]"
SHOP_NPC_TALK_PLANT_PEACAT_CUSTOM_0,,,豌豆香蒲的皮肤！你可以在图鉴装扮你的植物！
TOWERDEFENSE_ZOMBIE_BED_EXPRESTION,,,有时候僵尸只是不想起床！
TOWERDEFENSE_PLANT_MELONPULTSPIKE_EXPRESTION,,,攻击概率生成地刺瓜皮，对车宝具！
TOWERDEFENSE_PLANT_PLANTERNSIX_NAME,Sixth streetlight flower,Sixth streetlight flower,6号路灯花
CHALLENGE_LEVEL_NAME_1,,,向日葵女王 挑战 - {LevelNumber}
TOWERDEFENSE_PLANT_ICETALLNUT_HANDBOOK_STORY,,,“从小时候起大家就因为矮小不喜欢我，所以我下定决心要变强，正是这样才有了横推一路的强大力量。但孤独感依旧不减，导致我的外表逐渐变得和内心一样冰冷。”
CHALLENGE_LEVEL_NAME_2,,,狂野机枪射手 挑战 - {LevelNumber}
TOWERDEFENSE_PLANT_SUNBOMB_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]1800[/color]
范围：[color=cc241d]自身为中心周围1.5格的圆[/color]
特点：[color=cc241d]被炸死的僵尸变为25阳光[/color]
"
TOWERDEFENSE_ZOMBIE_FLAG_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]370 + 270[/color]
伤害：[color=cc241d]100/s[/color]
佩戴：[color=cc241d]路障（一类）[/color]
类型：[color=cc241d]小型僵尸[/color]
移速：[color=cc241d]稍快（对比普通僵尸）[/color]"
TOWERDEFENSE_ZOMBIE_CAT_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]1400 + 500[/color]
伤害：[color=cc241d]200/s（啃食） + 20x2/1.5s（射击）[/color]
佩戴：[color=cc241d]铁桶（一类）、路障（一类）[/color]
速度：[color=cc241d]快[/color]
特点1：[color=cc241d]每1.5秒发射两枚追踪尖刺，对最近的植物造成20×2点伤害[/color]
特点2：[color=cc241d]每次遇到植物会立即换行躲避[/color]"
TOWERDEFENSE_ZOMBIE_GARGANTUAR_PRESENTBOX_HANDBOOK_STORY,,,伽刚特尔和小鬼僵尸每年圣诞节都会互换礼物。为了第一时间给他的兄弟惊喜，伽刚特尔把礼盒放到了小鬼一眼就能看得到的地方——他的头上。但他没想到小鬼也这么做了，现在他们谁都看不见对方准备的礼物了。
TOWERDEFENSE_TIPS_AFTERNOON,SUN IS GOING DOWN,SUN IS GOING DOWN,太阳开始下山了!
TOWERDEFENSE_ZOMBIE_CONEHEAD_NAME,Conehead Zombie,Conehead Zombie,路障僵尸
TOWERDEFENSE_ZOMBIE_TANGLEKELPSNORKLE_HANDBOOK_EXPRESTION,,,"血量：[color=cc241d]270[/color]
伤害：[color=cc241d]即死[/color]
佩戴：[color=cc241d]----[/color]
类型：[color=cc241d]小型僵尸[/color]
速度：[color=cc241d]快[/color]
特点：[color=cc241d]潜水，接近植物后将其拖下水，随后自己也消失[/color]"
TOWERDEFENSE_TIPS_FINALWAVE,FINAL WAVE,FINAL WAVE,最后一波
SHOP_NPC_TALK_MOWER_SUN,,,阳光小推车，碾压僵尸能够获得阳光！
TOWERDEFENSE_PLANT_TANGLEKELPH_NAME,Enchanted Seaweed,Enchanted Seaweed,魅惑海草
<!MissingKey:韧性：[color=cc241d]300[/color]>,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方四格所有僵尸[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]攻击无视二类防具[/color]"
TOWERDEFENSE_PLANT_WINTERMELONSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]（20+80）/1.5s[/color]
范围：[color=cc241d]前方六格[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]寒冰孢子对范围内所有僵尸造成伤害并附带15秒减速，冰瓜造成80点单体伤害+1*3范围20%溅射伤害+15秒减速[/color]"
TOWERDEFENSE_PLANT_PEALILYPAD_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/3s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]可在水上承载植物[/color]
特点：[color=cc241d]发射的子弹可以攻击潜水状态的僵尸[/color]"
TOWERDEFENSE_ZOMBIE_SNORKLE_HANDBOOK_STORY,,,僵尸不呼吸，他们不需要空气，那么为什么潜水僵尸还需要一套噱头的潜水装置来潜水呢？答案：同行的压力。
TOWERDEFENSE_PLANT_SNOWPEA_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特点：[color=cc241d]发射的寒冰豌豆会减速命中的僵尸15秒[/color]"
TOWERDEFENSE_PLANT_HYPNOSHROOM_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
特性：[color=C71585]白天会睡觉[/color]
特点：[color=cc241d]吃掉它的僵尸会变成友军单位为你作战[/color]"
TOWERDEFENSE_PLANT_MAGNETNUT_NAME,MagnetNut,MagnetNut,磁力坚果
TOWERDEFENSE_ZOMBIE_IMP_HANDBOOK_STORY,,,小鬼僵尸虽然瘦小，但是结实。它精通僵尸柔道、僵尸空手道、僵尸徒手斗殴。另外，他还会吹口风琴。
TOWERDEFENSE_PLANT_SUNSHROOM_CUSTOM_2_STORY,,,撑起遮阳伞，草坪上的向日葵陪你一起度过炎热的盛夏～
TOWERDEFENSE_PLANT_SEANUT_HANDBOOK_STORY,,,高坚果尝试穿上海蘑菇的装扮下海游泳，可以看出，他高兴的嘴都翘起来了。不过别的高坚果却一脸疑惑…
TOWERDEFENSE_PLANT_SNOWWOOD_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]300[/color]
威力：[color=cc241d]40（25%单格溅射伤害）[/color]
特性：[color=C71585]点燃豌豆为冰焰豌豆[/color]
特点：[color=cc241d]自身不会攻击，但会将经过的豌豆、冰豆、火球点燃成具有减速的冰焰豌豆[/color]"
TOWERDEFENSE_PLANT_SUNMINE_NAME,SunMine,SunMine,阳光土豆雷
TOWERDEFENSE_PLANT_GLOOMPULT_EXPRESTION,,,忧郁菇变成了投手！
TOWERDEFENSE_ZOMBIE_BACKUPDANCER_NAME,Backup Dancer Zombie,Backup Dancer Zombie,伴舞僵尸
TOWERDEFENSE_PLANT_PEAWELL_HANDBOOK_STORY,,,“投下一个豌豆，许一次愿望。”这是豌豆许愿池的标语。“喂，不要投别的东西进去！不要投辣椒水啊！”戴夫正在拦住一只火爆辣椒。
TOWERDEFENSE_ZOMBIE_YETIDIGGER_NAME,Yeti Digger Zombie,Yeti Digger Zombie,矿工雪人僵尸
TOWERDEFENSE_PLANT_QUEENSUNFLOWER_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]1000[/color]
生产：[color=cc241d]150阳光/25s[/color]
威力：[color=cc241d]40×4/3s[/color]
范围：[color=cc241d]全屏追踪[/color]
特性：[color=C71585]至尊金卡[/color]
至尊金卡：[color=FFFF00]场上每有一株该植物，植物价格增加100[/color]
特点:[color=cc241d]3x3范围内的所有植物免疫减速与冻结，3x3范围内的所有僵尸每1.5秒受到40点的火焰伤害[/color]"
TOWERDEFENSE_ZOMBIE_DUCK_EXPRESTION,,,小黄鸭批发商！
TOWERDEFENSE_PLANT_SEANUT_HANDBOOK_EXPRESTION,,,"韧性：[color=cc241d]8000[/color]
威力：[color=cc241d]20/1.5s[/color]
范围：[color=cc241d]前方一行[/color]
特性：[color=C71585]只能种在水中、阻挡僵尸跳跃[/color]
特点：[color=cc241d]每1.5秒对对前方一行的敌人发射一颗孢子[/color]"
MAP_OUTSIDE_BACKYARD_NIGHT,Outside Back Yard Night,Outside Back Yard Night,外部后院(夜晚)
